contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho,as_of,strike_diff
AMZN201030P01690000,AMZN,2020-10-30,1690.0,put,0.05,0.01,0.00,0,0.05,15,22,36,2020-10-28,2.28312,-0.00007,0.00000,-0.04008,0.00070,-0.00001,2020-10-28,1532.5
AMZN200731C01340000,AMZN,2020-07-31,1340.0,call,1683.20,1693.00,1684.00,1,1702.00,11,2,0,2020-07-29,0.01976,1.00000,0.00000,-0.00367,0.00000,0.07342,2020-07-29,1187.5
AMZN200731P01340000,AMZN,2020-07-31,1340.0,put,0.04,0.01,0.00,0,0.04,1,2,53,2020-07-29,2.96603,-0.00006,0.00000,-0.04315,0.00058,-0.00001,2020-07-29,1187.5
AMZN200501C00860000,AMZN,2020-05-01,860.0,call,1511.20,1511.08,1506.45,4,1515.70,2,2,2,2020-04-29,0.01976,1.00000,0.00000,-0.00094,0.00000,0.04712,2020-04-29,741.0
AMZN200501P00860000,AMZN,2020-05-01,860.0,put,0.01,0.01,0.00,0,0.01,46,1,167,2020-04-29,3.70747,-0.00006,0.00000,-0.04156,0.00045,-0.00001,2020-04-29,741.0
AMZN200131C01000000,AMZN,2020-01-31,1000.0,call,860.95,857.20,855.90,1,858.50,2,2,88,2020-01-29,0.01976,1.00000,0.00000,-0.04246,0.00000,0.05479,2020-01-29,907.0
AMZN200131P01000000,AMZN,2020-01-31,1000.0,put,0.00,0.01,0.00,0,0.04,1,0,0,2020-01-29,2.34165,-0.00013,0.00000,-0.03945,0.00067,-0.00001,2020-01-29,907.0
AMZN191025C01000000,AMZN,2019-10-25,1000.0,call,770.59,761.92,759.15,1,764.70,1,0,10,2019-10-23,0.01976,1.00000,0.00000,-0.05068,0.00000,0.05479,2019-10-23,912.0
AMZN191025P01000000,AMZN,2019-10-25,1000.0,put,0.01,0.01,0.00,0,0.01,1,2,275,2019-10-23,2.14653,-0.00013,0.00000,-0.03629,0.00068,-0.00001,2019-10-23,912.0
AMZN190726C00960000,AMZN,2019-07-26,960.0,call,1003.30,1040.75,1039.10,1,1042.40,1,0,23,2019-07-24,0.01976,1.00000,0.00000,-0.06311,0.00000,0.05260,2019-07-24,860.0
AMZN190726P00960000,AMZN,2019-07-26,960.0,put,0.00,0.01,0.00,0,0.02,50,0,2,2019-07-24,2.73188,-0.00009,0.00000,-0.03796,0.00056,-0.00001,2019-07-24,860.0
AMZN190426C00920000,AMZN,2019-04-26,920.0,call,988.39,982.15,976.20,30,988.10,1,10,0,2019-04-24,3.53187,0.99819,0.00001,-0.78256,0.00817,0.05020,2019-04-24,825.0
AMZN190426P00920000,AMZN,2019-04-26,920.0,put,0.05,0.01,0.00,0,0.13,3,1,1,2019-04-24,2.71237,-0.00010,0.00000,-0.03795,0.00056,-0.00001,2019-04-24,825.0
AMZN190201C00750000,AMZN,2019-02-01,750.0,call,899.42,921.33,917.15,4,925.50,10,1,1,2019-01-30,4.39038,0.99569,0.00002,-1.76728,0.01566,0.04065,2019-01-30,666.0
AMZN190201P00750000,AMZN,2019-02-01,750.0,put,0.01,0.01,0.00,0,0.01,11,1,31,2019-01-30,3.00505,-0.00010,0.00000,-0.03778,0.00050,-0.00001,2019-01-30,666.0
AMZN181026C00900000,AMZN,2018-10-26,900.0,call,0.00,758.54,753.55,10,763.53,6,0,0,2018-10-24,0.01976,1.00000,0.00000,-0.05424,0.00000,0.04931,2018-10-24,817.0
AMZN181026P00900000,AMZN,2018-10-26,900.0,put,0.05,0.01,0.00,0,0.02,1,0,4,2018-10-24,2.34165,-0.00014,0.00000,-0.03905,0.00067,-0.00001,2018-10-24,817.0
AMZN180727C01000000,AMZN,2018-07-27,1000.0,call,409.12,863.75,861.50,1,866.00,1,0,4,2018-07-25,2.55628,0.99964,0.00000,-0.16659,0.00179,0.05475,2018-07-25,907.0
AMZN180727P01000000,AMZN,2018-07-27,1000.0,put,0.00,0.01,0.00,0,0.07,1,0,1,2018-07-25,2.34165,-0.00012,0.00000,-0.03711,0.00063,-0.00001,2018-07-25,907.0
AMZN180427C00910000,AMZN,2018-04-27,910.0,call,284.50,551.77,550.33,1,553.20,1,0,12,2018-04-25,3.00505,0.98737,0.00010,-2.69261,0.03529,0.04876,2018-04-25,837.0
AMZN180427P00910000,AMZN,2018-04-27,910.0,put,0.03,0.01,0.00,0,0.05,5,89,176,2018-04-25,1.83435,-0.00019,0.00000,-0.03612,0.00079,-0.00002,2018-04-25,837.0
AMZN180202C00900000,AMZN,2018-02-02,900.0,call,259.63,551.77,550.90,1,552.65,1,0,3,2018-01-31,2.79042,0.99214,0.00007,-1.64884,0.02317,0.04864,2018-01-31,827.0
AMZN180202P00900000,AMZN,2018-02-02,900.0,put,0.03,0.01,0.00,0,0.03,2,50,295,2018-01-31,1.85386,-0.00019,0.00000,-0.03654,0.00079,-0.00002,2018-01-31,827.0
AMZN171027C00790000,AMZN,2017-10-27,790.0,call,184.90,182.90,182.40,1,183.40,1,3,4,2017-10-25,0.01976,1.00000,0.00000,-0.02511,0.00000,0.04328,2017-10-25,741.0
AMZN171027P00790000,AMZN,2017-10-27,790.0,put,0.20,0.01,0.00,0,0.18,3,18,244,2017-10-25,0.87827,-0.00060,0.00003,-0.03346,0.00152,-0.00003,2017-10-25,741.0
AMZN170728C00740000,AMZN,2017-07-28,740.0,call,0.00,312.17,310.65,8,313.70,5,0,0,2017-07-26,0.01976,1.00000,0.00000,-0.02352,0.00000,0.04055,2017-07-26,687.0
AMZN170728P00740000,AMZN,2017-07-28,740.0,put,0.01,0.01,0.00,0,0.45,5,0,10,2017-07-26,1.42460,-0.00034,0.00001,-0.03459,0.00097,-0.00002,2017-07-26,687.0
AMZN170428C00600000,AMZN,2017-04-28,600.0,call,151.03,309.32,308.90,1,309.75,1,0,1,2017-04-26,1.28802,0.99999,0.00000,-0.01548,0.00002,0.03287,2017-04-26,555.0
AMZN170428P00600000,AMZN,2017-04-28,600.0,put,0.01,0.01,0.00,0,0.03,9,0,100,2017-04-26,1.67825,-0.00033,0.00001,-0.03374,0.00080,-0.00002,2017-04-26,555.0
AMZN170203C00500000,AMZN,2017-02-03,500.0,call,0.00,332.27,331.75,1,332.80,1,0,0,2017-02-01,0.01976,1.00000,0.00000,-0.00904,0.00000,0.02740,2017-02-01,458.0
AMZN170203P00500000,AMZN,2017-02-03,500.0,put,0.00,0.01,0.00,0,4.55,1,0,0,2017-02-01,2.04897,-0.00029,0.00001,-0.03435,0.00067,-0.00001,2017-02-01,458.0
AMZN161028C00500000,AMZN,2016-10-28,500.0,call,0.00,322.50,321.80,1,323.20,1,0,0,2016-10-26,0.01976,1.00000,0.00000,-0.00562,0.00000,0.02740,2016-10-26,459.0
AMZN161028P00500000,AMZN,2016-10-28,500.0,put,0.00,0.01,0.00,0,1.53,9,0,0,2016-10-26,2.00995,-0.00031,0.00001,-0.03513,0.00070,-0.00001,2016-10-26,459.0
AMZN160729C00520000,AMZN,2016-07-29,520.0,call,113.75,216.42,214.30,1,218.53,3,0,2,2016-07-27,0.01976,1.00000,0.00000,-0.00570,0.00000,0.02849,2016-07-27,483.0
AMZN160729P00520000,AMZN,2016-07-29,520.0,put,0.02,0.01,0.00,0,0.03,1,20,132,2016-07-27,1.44411,-0.00046,0.00002,-0.03259,0.00090,-0.00002,2016-07-27,483.0
AMZN160429C00400000,AMZN,2016-04-29,400.0,call,0.00,206.62,204.40,1,208.85,1,0,0,2016-04-27,1.95142,0.99844,0.00006,-0.11514,0.00228,0.02186,2016-04-27,370.0
AMZN160429P00400000,AMZN,2016-04-29,400.0,put,0.03,0.01,0.00,0,0.05,32,0,12,2016-04-27,1.73679,-0.00048,0.00002,-0.03325,0.00077,-0.00002,2016-04-27,370.0
AMZN160129C00440000,AMZN,2016-01-29,440.0,call,70.50,143.90,141.90,1,145.90,6,0,1,2016-01-27,1.87337,0.98227,0.00054,-0.88813,0.01887,0.02351,2016-01-27,411.0
AMZN160129P00440000,AMZN,2016-01-29,440.0,put,0.02,0.01,0.00,0,0.04,1,7,332,2016-01-27,1.20997,-0.00070,0.00005,-0.03177,0.00105,-0.00002,2016-01-27,411.0
AMZN151023C00310000,AMZN,2015-10-23,310.0,call,132.23,245.75,243.75,1,247.75,1,0,0,2015-10-21,0.01976,1.00000,0.00000,-0.00110,0.00000,0.01699,2015-10-21,282.0
AMZN151023P00310000,AMZN,2015-10-23,310.0,put,0.01,0.01,0.00,0,0.50,8,0,10,2015-10-21,2.40019,-0.00037,0.00001,-0.03315,0.00055,-0.00001,2015-10-21,282.0
AMZN150724C00340000,AMZN,2015-07-24,340.0,call,0.00,148.38,147.05,3,149.70,3,0,0,2015-07-22,1.93190,0.99537,0.00019,-0.23685,0.00488,0.01850,2015-07-22,315.5
AMZN150724P00340000,AMZN,2015-07-24,340.0,put,0.01,0.01,0.00,0,0.06,50,0,252,2015-07-22,1.54167,-0.00062,0.00004,-0.03030,0.00079,-0.00002,2015-07-22,315.5
AMZN150424C00290000,AMZN,2015-04-24,290.0,call,0.00,99.65,97.90,1,101.40,1,0,0,2015-04-22,0.01976,1.00000,0.00000,-0.00103,0.00000,0.01589,2015-04-22,270.5
AMZN150424P00290000,AMZN,2015-04-24,290.0,put,0.02,0.01,0.01,2,0.02,50,444,429,2015-04-22,1.30753,-0.00095,0.00009,-0.03042,0.00093,-0.00002,2015-04-22,270.5
AMZN150130C00200000,AMZN,2015-01-30,200.0,call,0.00,104.22,102.10,1,106.35,1,0,0,2015-01-28,2.67335,0.98656,0.00057,-0.51852,0.00775,0.01072,2015-01-28,185.0
AMZN150130P00200000,AMZN,2015-01-30,200.0,put,0.02,0.01,0.00,0,0.02,5,11,226,2015-01-28,1.83435,-0.00082,0.00007,-0.02888,0.00063,-0.00001,2015-01-28,185.0
AMZN141024C00220000,AMZN,2014-10-24,220.0,call,0.00,93.22,91.45,1,95.00,1,0,0,2014-10-22,2.22458,0.98689,0.00065,-0.43505,0.00781,0.01182,2014-10-22,204.5
AMZN141024P00220000,AMZN,2014-10-24,220.0,put,0.06,0.06,0.05,57,0.06,2,210,1146,2014-10-22,1.85386,-0.00418,0.00029,-0.13230,0.00285,-0.00007,2014-10-22,204.5
AMZN140725C00250000,AMZN,2014-07-25,250.0,call,0.00,108.25,106.60,1,109.90,1,0,0,2014-07-23,1.99044,0.99402,0.00032,-0.22420,0.00449,0.01358,2014-07-23,232.0
AMZN140725P00250000,AMZN,2014-07-25,250.0,put,0.02,0.01,0.00,0,0.02,5,0,306,2014-07-23,1.58069,-0.00087,0.00007,-0.03111,0.00079,-0.00002,2014-07-23,232.0
AMZN140425C00220000,AMZN,2014-04-25,220.0,call,0.00,104.62,102.60,1,106.65,1,0,0,2014-04-23,1.93190,0.99737,0.00017,-0.09478,0.00195,0.01201,2014-04-23,204.0
AMZN140425P00220000,AMZN,2014-04-25,220.0,put,0.05,0.01,0.00,0,0.03,50,0,63,2014-04-23,1.71728,-0.00090,0.00007,-0.03137,0.00073,-0.00002,2014-04-23,204.0
AMZN140131C00275000,AMZN,2014-01-31,275.0,call,0.00,109.43,107.40,1,111.45,1,0,0,2014-01-29,2.02946,0.98931,0.00049,-0.40828,0.00804,0.01483,2014-01-29,256.0
AMZN140131P00275000,AMZN,2014-01-31,275.0,put,0.05,0.01,0.00,0,0.27,62,0,12,2014-01-29,1.46362,-0.00084,0.00007,-0.02995,0.00082,-0.00002,2014-01-29,256.0
AMZN131025C00215000,AMZN,2013-10-25,215.0,call,0.00,111.82,110.05,10,113.60,10,0,0,2013-10-23,2.18556,0.99619,0.00021,-0.15046,0.00275,0.01171,2013-10-23,198.5
AMZN131025P00215000,AMZN,2013-10-25,215.0,put,0.02,0.01,0.00,0,0.03,25,0,51,2013-10-23,1.83435,-0.00081,0.00006,-0.03094,0.00067,-0.00002,2013-10-23,198.5
AMZN130726C00195000,AMZN,2013-07-26,195.0,call,0.00,103.80,102.20,5,105.40,10,0,0,2013-07-24,0.01976,1.00000,0.00000,-0.00048,0.00000,0.01068,2013-07-24,180.0
AMZN130726P00195000,AMZN,2013-07-26,195.0,put,0.00,0.01,0.00,0,0.18,113,0,0,2013-07-24,1.87337,-0.00082,0.00007,-0.02893,0.00062,-0.00001,2013-07-24,180.0
AMZN130426C00185000,AMZN,2013-04-26,185.0,call,84.60,84.38,83.05,15,85.70,20,15,0,2013-04-24,2.75140,0.97356,0.00112,-0.83883,0.01219,0.00972,2013-04-24,171.5
AMZN130426P00185000,AMZN,2013-04-26,185.0,put,0.02,0.01,0.00,0,0.03,2,0,143,2013-04-24,1.67825,-0.00107,0.00011,-0.03001,0.00072,-0.00002,2013-04-24,171.5
AMZN130201C00185000,AMZN,2013-02-01,185.0,call,0.00,91.20,89.05,1,93.35,2,0,0,2013-01-28,1.67825,0.99100,0.00050,-0.14799,0.00702,0.01998,2013-01-28,171.0
AMZN130201P00185000,AMZN,2013-02-01,185.0,put,0.00,0.01,0.00,0,0.04,2,0,0,2013-01-28,1.26851,-0.00103,0.00009,-0.01591,0.00100,-0.00003,2013-01-28,171.0
AMZN121026C00160000,AMZN,2012-10-26,160.0,call,0.00,0.01,0.00,0,0.00,0,0,0,2012-10-24,0.01976,1.00000,0.00000,-0.00075,0.00000,0.00877,2012-10-24,148.5
AMZN121026P00160000,AMZN,2012-10-26,160.0,put,0.00,0.01,0.00,0,0.00,0,0,0,2012-10-24,1.61972,-0.00122,0.00015,-0.02757,0.00068,-0.00002,2012-10-24,148.5
AMZN120727C00135000,AMZN,2012-07-27,135.0,call,0.00,81.65,79.70,3,83.60,11,0,0,2012-07-25,0.01976,1.00000,0.00000,-0.00055,0.00000,0.00740,2012-07-25,124.0
AMZN120727P00135000,AMZN,2012-07-27,135.0,put,0.02,0.01,0.00,0,0.01,2,6,3,2012-07-25,2.12702,-0.00099,0.00010,-0.02837,0.00053,-0.00001,2012-07-25,124.0
AMZN120427C00145000,AMZN,2012-04-27,145.0,call,0.00,48.88,47.60,7,50.15,10,0,0,2012-04-25,0.01976,1.00000,0.00000,-0.00060,0.00000,0.00795,2012-04-25,135.5
AMZN120427P00145000,AMZN,2012-04-27,145.0,put,0.02,0.01,0.00,0,0.02,1,25,105,2012-04-25,1.38558,-0.00180,0.00029,-0.02875,0.00083,-0.00002,2012-04-25,135.5
AMZN120203C00145000,AMZN,2012-02-03,145.0,call,24.95,46.90,46.35,5,47.45,5,0,10,2012-01-30,0.01976,1.00000,0.00000,-0.00036,0.00000,0.01589,2012-01-30,135.5
AMZN120203P00145000,AMZN,2012-02-03,145.0,put,0.06,0.07,0.05,22,0.08,4,614,0,2012-01-30,1.15144,-0.00829,0.00098,-0.06545,0.00455,-0.00018,2012-01-30,135.5
AMZN111028C00185000,AMZN,2011-10-28,185.0,call,24.98,52.83,52.40,11,53.25,22,0,1,2011-10-24,1.19046,0.98080,0.00158,-0.17343,0.01163,0.01975,2011-10-24,173.0
AMZN111028P00185000,AMZN,2011-10-28,185.0,put,0.15,0.13,0.11,16,0.15,6,229,316,2011-10-24,1.11241,-0.01364,0.00126,-0.12070,0.00868,-0.00037,2011-10-24,173.0
AMZN110729C00175000,AMZN,2011-07-29,175.0,call,0.00,39.12,38.05,61,40.20,57,0,0,2011-07-25,1.20997,0.94876,0.00389,-0.35579,0.02351,0.01791,2011-07-25,164.5
AMZN110729P00175000,AMZN,2011-07-29,175.0,put,0.17,0.15,0.13,16,0.18,1,449,119,2011-07-25,0.93681,-0.01893,0.00221,-0.12095,0.01033,-0.00046,2011-07-25,164.5
AMZN110429C00145000,AMZN,2011-04-29,145.0,call,0.00,40.78,40.45,11,41.10,27,0,0,2011-04-25,1.32704,0.96708,0.00285,-0.23694,0.01426,0.01518,2011-04-25,135.5
AMZN110429P00145000,AMZN,2011-04-29,145.0,put,0.11,0.12,0.10,11,0.13,50,698,257,2011-04-25,1.11241,-0.01501,0.00175,-0.10227,0.00736,-0.00032,2011-04-25,135.5
AMZN110128C00145000,AMZN,2011-01-28,145.0,call,30.60,30.57,30.45,55,30.70,82,13,106,2011-01-26,1.34655,0.97494,0.00335,-0.25663,0.00760,0.00769,2011-01-26,136.0
AMZN110128P00145000,AMZN,2011-01-28,145.0,put,0.13,0.11,0.08,45,0.14,25,626,433,2011-01-26,1.24899,-0.01767,0.00269,-0.17665,0.00566,-0.00018,2011-01-26,136.0
AMZN101022C00120000,AMZN,2010-10-22,120.0,call,37.65,38.42,38.10,45,38.75,13,11,8,2010-10-20,0.01976,1.00000,0.00000,-0.00062,0.00000,0.00658,2010-10-20,112.0
AMZN101022P00120000,AMZN,2010-10-22,120.0,put,0.03,0.01,0.00,0,0.03,5,0,1010,2010-10-20,1.34655,-0.00217,0.00043,-0.02699,0.00080,-0.00002,2010-10-20,112.0
