contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho,as_of,strike_diff
NVDA190517C00065000,NVDA,2019-05-17,65.0,call,93.25,94.50,94.15,31,94.85,32,12,570,2019-05-15,0.01976,1.00000,0.00000,-0.00427,0.00000,0.00356,2019-05-15,61.0
NVDA190517P00065000,NVDA,2019-05-17,65.0,put,0.01,0.01,0.00,0,0.04,86,0,3,2019-05-15,4.00015,-0.00073,0.00005,-0.02984,0.00030,-0.00001,2019-05-15,61.0
NVDA190215C00040000,NVDA,2019-02-15,40.0,call,108.55,112.88,112.45,33,113.30,33,0,107,2019-02-13,0.01976,1.00000,0.00000,-0.00263,0.00000,0.00219,2019-02-13,36.0
NVDA190215P00040000,NVDA,2019-02-15,40.0,put,0.04,0.01,0.00,0,0.02,501,0,1,2019-02-13,5.89278,-0.00050,0.00003,-0.02947,0.00020,-0.00000,2019-02-13,36.0
NVDA181116C00115000,NVDA,2018-11-16,115.0,call,0.00,82.60,80.40,21,84.80,1,0,0,2018-11-14,3.72698,0.98182,0.00082,-0.61378,0.00652,0.00608,2018-11-14,110.0
NVDA181116P00115000,NVDA,2018-11-16,115.0,put,0.06,0.04,0.03,137,0.06,21,55,3240,2018-11-14,2.77091,-0.00315,0.00024,-0.09653,0.00139,-0.00004,2018-11-14,110.0
NVDA180817C00170000,NVDA,2018-08-17,170.0,call,43.65,89.07,88.05,21,90.10,18,0,51,2018-08-15,0.01976,1.00000,0.00000,-0.00889,0.00000,0.00931,2018-08-15,163.5
NVDA180817P00170000,NVDA,2018-08-17,170.0,put,0.04,0.01,0.00,0,0.04,10,36,335,2018-08-15,1.87337,-0.00094,0.00009,-0.02857,0.00061,-0.00001,2018-08-15,163.5
NVDA180511C00155000,NVDA,2018-05-11,155.0,call,32.50,100.82,100.55,2,101.10,5,0,5,2018-05-09,2.40019,0.99818,0.00013,-0.07316,0.00110,0.00847,2018-05-09,148.5
NVDA180511P00155000,NVDA,2018-05-11,155.0,put,0.01,0.01,0.00,0,0.35,60,0,123,2018-05-09,2.20507,-0.00081,0.00007,-0.02907,0.00053,-0.00001,2018-05-09,148.5
NVDA180209C00162500,NVDA,2018-02-09,162.5,call,23.75,67.00,65.40,8,68.60,4,0,11,2018-02-07,2.71237,0.96446,0.00170,-0.90456,0.01325,0.00842,2018-02-07,157.0
NVDA180209P00162500,NVDA,2018-02-09,162.5,put,0.09,0.01,0.00,0,0.15,47,5,98,2018-02-07,1.56118,-0.00127,0.00016,-0.02763,0.00071,-0.00002,2018-02-07,157.0
NVDA171110C00125000,NVDA,2017-11-10,125.0,call,84.03,84.05,82.05,1,86.05,1,1,2,2017-11-08,0.01976,1.00000,0.00000,-0.00397,0.00000,0.00685,2017-11-08,120.0
NVDA171110P00125000,NVDA,2017-11-10,125.0,put,0.01,0.01,0.00,0,0.03,13,0,77,2017-11-08,2.30263,-0.00095,0.00009,-0.02859,0.00050,-0.00001,2017-11-08,120.0
NVDA170811C00110000,NVDA,2017-08-11,110.0,call,61.80,61.75,60.75,4,62.75,11,1,0,2017-08-09,0.01976,1.00000,0.00000,-0.00350,0.00000,0.00603,2017-08-09,106.0
NVDA170811P00110000,NVDA,2017-08-11,110.0,put,0.01,0.02,0.01,3,0.03,16,14,94,2017-08-09,2.20507,-0.00237,0.00026,-0.05187,0.00094,-0.00002,2017-08-09,106.0
NVDA170512C00080000,NVDA,2017-05-12,80.0,call,23.35,22.52,21.15,48,23.90,56,3,8,2017-05-08,0.01976,1.00000,0.00000,-0.00199,0.00000,0.00877,2017-05-08,77.5
NVDA170512P00080000,NVDA,2017-05-12,80.0,put,0.11,0.10,0.08,82,0.12,21,405,785,2017-05-08,1.20997,-0.02060,0.00381,-0.08073,0.00534,-0.00024,2017-05-08,77.5
NVDA170210C00075000,NVDA,2017-02-10,75.0,call,43.00,43.92,42.10,39,45.75,6,1,19,2017-02-08,3.37577,0.97496,0.00197,-0.43489,0.00514,0.00393,2017-02-08,72.0
NVDA170210P00075000,NVDA,2017-02-10,75.0,put,0.03,0.01,0.00,0,0.14,34,0,234,2017-02-08,2.18556,-0.00178,0.00030,-0.02739,0.00050,-0.00001,2017-02-08,72.0
NVDA161111C00054000,NVDA,2016-11-11,54.0,call,0.00,16.05,15.20,176,16.90,55,0,0,2016-11-09,1.83435,0.97587,0.00597,-0.13533,0.00294,0.00286,2016-11-09,52.5
NVDA161111P00054000,NVDA,2016-11-11,54.0,put,0.04,0.01,0.00,0,0.13,133,2,538,2016-11-09,1.36606,-0.00451,0.00186,-0.02331,0.00068,-0.00002,2016-11-09,52.5
NVDA160812C00037000,NVDA,2016-08-12,37.0,call,21.85,21.00,19.95,68,22.05,21,1,0,2016-08-10,0.01976,1.00000,0.00000,-0.00041,0.00000,0.00203,2016-08-10,35.5
NVDA160812P00037000,NVDA,2016-08-12,37.0,put,0.01,0.01,0.00,0,0.30,28,0,122,2016-08-10,2.34165,-0.00316,0.00095,-0.02431,0.00042,-0.00001,2016-08-10,35.5
NVDA160513C00026000,NVDA,2016-05-13,26.0,call,0.00,10.10,9.30,351,10.90,21,0,0,2016-05-11,2.18556,0.98226,0.00750,-0.06403,0.00117,0.00139,2016-05-11,25.0
NVDA160513P00026000,NVDA,2016-05-13,26.0,put,0.00,0.01,0.00,0,0.15,2,0,0,2016-05-11,1.81483,-0.00617,0.00360,-0.02111,0.00047,-0.00001,2016-05-11,25.0
NVDA160219C00015000,NVDA,2016-02-19,15.0,call,0.00,11.40,9.80,234,13.00,35,0,0,2016-02-16,0.01976,1.00000,0.00000,-0.00016,0.00000,0.00123,2016-02-16,14.5
NVDA160219P00015000,NVDA,2016-02-19,15.0,put,0.01,0.01,0.00,0,0.01,5,0,9,2016-02-16,2.61481,-0.00471,0.00214,-0.01461,0.00034,-0.00001,2016-02-16,14.5
NVDA151106C00014000,NVDA,2015-11-06,14.0,call,0.00,13.52,12.60,389,14.45,394,0,0,2015-11-04,0.01976,1.00000,0.00000,-0.00005,0.00000,0.00077,2015-11-04,13.5
NVDA151106P00014000,NVDA,2015-11-06,14.0,put,0.00,0.01,0.00,0,0.01,5,0,0,2015-11-04,3.70747,-0.00383,0.00148,-0.02191,0.00024,-0.00001,2015-11-04,13.5
NVDA150807C00012000,NVDA,2015-08-07,12.0,call,0.00,8.62,8.35,6,8.90,308,0,0,2015-08-05,3.70747,0.98226,0.00774,-0.06179,0.00067,0.00064,2015-08-05,11.5
NVDA150807P00012000,NVDA,2015-08-07,12.0,put,0.00,0.01,0.00,0,0.01,5,0,0,2015-08-05,3.04407,-0.00610,0.00372,-0.01999,0.00026,-0.00001,2015-08-05,11.5
NVDA150508C00012000,NVDA,2015-05-08,12.0,call,0.00,10.07,8.30,322,11.85,3,0,0,2015-05-06,0.01976,1.00000,0.00000,-0.00004,0.00000,0.00066,2015-05-06,11.5
NVDA150508P00012000,NVDA,2015-05-08,12.0,put,0.00,0.01,0.00,0,0.13,55,0,0,2015-05-06,3.39528,-0.00530,0.00274,-0.02116,0.00025,-0.00001,2015-05-06,11.5
NVDA150213C00012000,NVDA,2015-02-13,12.0,call,0.00,8.45,7.85,53,9.05,53,0,0,2015-02-10,0.01976,1.00000,0.00000,-0.00004,0.00000,0.00099,2015-02-10,11.5
NVDA150213P00012000,NVDA,2015-02-13,12.0,put,0.00,0.01,0.00,0,0.01,5,0,0,2015-02-10,2.55628,-0.00586,0.00343,-0.01348,0.00032,-0.00001,2015-02-10,11.5
NVDA141107C00011000,NVDA,2014-11-07,11.0,call,0.00,8.55,7.30,1,9.80,50,0,0,2014-11-05,0.01976,1.00000,0.00000,-0.00003,0.00000,0.00060,2014-11-05,10.5
NVDA141107P00011000,NVDA,2014-11-07,11.0,put,0.00,0.01,0.00,0,0.02,1,0,0,2014-11-05,3.39528,-0.00570,0.00321,-0.02055,0.00024,-0.00001,2014-11-05,10.5
NVDA140808C00010000,NVDA,2014-08-08,10.0,call,0.00,7.88,6.00,54,9.75,5,0,0,2014-08-06,5.77571,0.93838,0.01613,-0.22934,0.00159,0.00048,2014-08-06,9.5
NVDA140808P00010000,NVDA,2014-08-08,10.0,put,0.00,0.01,0.00,0,0.12,30,0,0,2014-08-06,3.25870,-0.00669,0.00440,-0.01991,0.00024,-0.00001,2014-08-06,9.5
NVDA140509C00010000,NVDA,2014-05-09,10.0,call,0.00,8.50,6.75,18,10.25,21,0,0,2014-05-05,0.01976,1.00000,0.00000,-0.00002,0.00000,0.00110,2014-05-05,9.5
NVDA140509P00010000,NVDA,2014-05-09,10.0,put,0.00,0.01,0.00,0,0.02,43,0,0,2014-05-05,2.49774,-0.00603,0.00351,-0.01040,0.00033,-0.00001,2014-05-05,9.5
NVDA140214C00007500,NVDA,2014-02-14,7.5,call,0.00,8.53,6.80,11,10.25,1,0,0,2014-02-11,0.01976,1.00000,0.00000,-0.00001,0.00000,0.00062,2014-02-11,7.0
NVDA140214P00007500,NVDA,2014-02-14,7.5,put,0.00,0.01,0.00,0,0.14,24,0,0,2014-02-11,3.57089,-0.00538,0.00294,-0.01354,0.00023,-0.00001,2014-02-11,7.0
NVDA131108C00011000,NVDA,2013-11-08,11.0,call,2.23,3.90,3.85,68,3.95,10,0,26,2013-11-06,0.01976,1.00000,0.00000,-0.00002,0.00000,0.00060,2013-11-06,10.5
NVDA131108P00011000,NVDA,2013-11-08,11.0,put,0.00,0.01,0.00,0,0.02,38,0,0,2013-11-06,1.91239,-0.01340,0.01629,-0.01812,0.00038,-0.00001,2013-11-06,10.5
NVDA130809C00010000,NVDA,2013-08-09,10.0,call,0.00,0.01,0.00,0,0.00,0,0,0,2013-08-07,0.01976,1.00000,0.00000,-0.00002,0.00000,0.00055,2013-08-07,9.5
NVDA130809P00010000,NVDA,2013-08-09,10.0,put,0.00,0.01,0.00,0,0.00,0,0,0,2013-08-07,2.32214,-0.01108,0.01161,-0.01829,0.00032,-0.00001,2013-08-07,9.5
NVDA130510C00008000,NVDA,2013-05-10,8.0,call,0.00,5.79,4.08,11,7.50,11,0,0,2013-05-08,0.01976,1.00000,0.00000,-0.00003,0.00000,0.00044,2013-05-08,7.5
NVDA130510P00008000,NVDA,2013-05-10,8.0,put,0.00,0.01,0.00,0,0.86,6,0,0,2013-05-08,3.27821,-0.00825,0.00668,-0.01899,0.00023,-0.00001,2013-05-08,7.5
NVDA130216C00005000,NVDA,2013-02-16,5.0,call,0.00,7.38,7.10,29,7.65,8,0,0,2013-02-12,0.01976,1.00000,0.00000,-0.00002,0.00000,0.00055,2013-02-12,4.5
NVDA130216P00005000,NVDA,2013-02-16,5.0,put,0.00,0.01,0.00,0,0.02,81,0,0,2013-02-12,3.72698,-0.00572,0.00336,-0.00987,0.00021,-0.00001,2013-02-12,4.5
NVDA121109C00008000,NVDA,2012-11-09,8.0,call,0.00,0.01,0.00,0,0.00,0,0,0,2012-11-07,0.01976,1.00000,0.00000,-0.00004,0.00000,0.00044,2012-11-07,7.5
NVDA121109P00008000,NVDA,2012-11-09,8.0,put,0.00,0.01,0.00,0,0.00,0,0,0,2012-11-07,2.79042,-0.01055,0.01072,-0.01818,0.00026,-0.00001,2012-11-07,7.5
NVDA120810C00005000,NVDA,2012-08-10,5.0,call,0.00,9.30,6.95,16,11.65,31,0,0,2012-08-08,7.90249,0.98126,0.00550,-0.09536,0.00048,0.00026,2012-08-08,4.5
NVDA120810P00005000,NVDA,2012-08-10,5.0,put,0.00,0.01,0.00,0,0.03,11,0,0,2012-08-08,5.89278,-0.00445,0.00210,-0.02022,0.00014,-0.00000,2012-08-08,4.5
NVDA120511C00005000,NVDA,2012-05-11,5.0,call,0.00,7.32,5.70,21,8.95,11,0,0,2012-05-10,0.01976,1.00000,0.00000,-0.00002,0.00000,0.00014,2012-05-10,4.5
NVDA120511P00005000,NVDA,2012-05-11,5.0,put,0.00,0.01,0.00,0,0.09,16,0,0,2012-05-10,7.45372,-0.00575,0.00338,-0.03966,0.00011,-0.00000,2012-05-10,4.5
NVDA120218C00006000,NVDA,2012-02-18,6.0,call,4.98,10.22,10.20,15,10.25,15,0,16,2012-02-14,0.01976,1.00000,0.00000,-0.00002,0.00000,0.00066,2012-02-14,5.5
NVDA120218P00006000,NVDA,2012-02-18,6.0,put,0.00,0.01,0.00,0,0.02,47,0,0,2012-02-14,3.92210,-0.00426,0.00188,-0.01045,0.00021,-0.00001,2012-02-14,5.5
NVDA111111C00005000,NVDA,2011-11-11,5.0,call,0.00,9.30,9.20,16,9.40,10,0,0,2011-11-09,0.01976,1.00000,0.00000,-0.00001,0.00000,0.00027,2011-11-09,4.5
NVDA111111P00005000,NVDA,2011-11-11,5.0,put,0.00,0.01,0.00,0,0.05,70,0,0,2011-11-09,5.93181,-0.00445,0.00207,-0.02048,0.00014,-0.00000,2011-11-09,4.5
NVDA110812C00009000,NVDA,2011-08-12,9.0,call,0.00,0.01,0.00,0,4999.50,0,0,0,2011-08-10,0.01976,1.00000,0.00000,-0.00002,0.00000,0.00049,2011-08-10,8.5
NVDA110812P00009000,NVDA,2011-08-12,9.0,put,0.00,0.01,0.00,0,4999.50,0,0,0,2011-08-10,2.02946,-0.01477,0.02016,-0.01732,0.00034,-0.00001,2011-08-10,8.5
NVDA110513C00013000,NVDA,2011-05-13,13.0,call,3.15,6.72,6.55,56,6.90,29,0,197,2011-05-11,0.01976,1.00000,0.00000,-0.00003,0.00000,0.00071,2011-05-11,12.5
NVDA110513P00013000,NVDA,2011-05-13,13.0,put,0.07,0.01,0.00,0,0.01,21,0,1,2011-05-11,2.45872,-0.00772,0.00587,-0.01920,0.00031,-0.00001,2011-05-11,12.5
NVDA110219C00010000,NVDA,2011-02-19,10.0,call,0.00,12.53,12.40,16,12.65,16,0,0,2011-02-15,0.01976,1.00000,0.00000,-0.00004,0.00000,0.00110,2011-02-15,9.5
NVDA110219P00010000,NVDA,2011-02-19,10.0,put,0.01,0.01,0.00,0,0.01,12,0,4,2011-02-15,3.12212,-0.00401,0.00161,-0.01093,0.00028,-0.00001,2011-02-15,9.5
NVDA101120C00007000,NVDA,2010-11-20,7.0,call,2.87,5.75,5.70,65,5.80,120,0,28,2010-11-10,1.58069,0.99224,0.00641,-0.00359,0.00045,0.00189,2010-11-10,6.5
NVDA101120P00007000,NVDA,2010-11-20,7.0,put,0.02,0.01,0.00,0,0.07,83,0,10,2010-11-10,1.60021,-0.00834,0.00674,-0.00384,0.00048,-0.00003,2010-11-10,6.5
