fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,as_of,garch_vol,atm_iv,strike,call_ask,put_ask,straddle_cost,underlying,underlying_t1,abs_move,return,realized_vol,predicted_vol,iv_diff,trade_signal,pnl,pnl_when_signal,return_when_signal
2025-03-31,2025-05-01,1.65,1.62,0.03,1.8519,2025-04-30,0.2435887085615221,0.78071,212.5,5.0,5.05,1005.0,209.0800018310547,205.08106994628903,741.8930053710938,-0.2617980046058769,0.3065621220833078,0.3424350499434094,-0.4382749500565906,-1,-263.10699462890625,263.10699462890625,0.2617980046058769
2024-12-31,2025-01-30,2.4,2.34,0.06,2.5641,2025-01-29,0.3366162551641963,0.74169,240.0,5.0,5.55,1055.0,238.6699981689453,235.4320831298828,456.7916870117187,-0.567022097619224,0.2168356097318902,0.22421625694101371,-0.5174737430589862,-1,-598.2083129882812,598.2083129882812,0.567022097619224
2024-09-30,2024-10-31,0.97,0.95,0.02,2.1053,2024-10-30,0.1973624375522171,0.64413,230.0,4.65,4.4,905.0,229.33999633789065,222.1291961669922,787.0803833007812,-0.1302979190046617,0.5071337801954006,0.5191510151331886,-0.12497898486681136,0,-117.91961669921884,0.0,-0.0
2024-06-30,2024-08-01,1.4,1.34,0.06,4.4776,2024-07-31,0.190019882800959,0.70267,220.0,5.9,3.65,955.0,224.3699951171875,218.83656311035156,116.34368896484376,-0.8781741476807919,0.39640692479299,0.3695041260361397,-0.3331658739638603,-1,-838.6563110351562,838.6563110351562,0.8781741476807919
2022-12-31,2023-02-02,1.88,1.95,-0.07,-3.5897,2023-02-01,0.3006379724178467,0.70267,144.0,3.85,2.32,617.0,148.89999389648438,152.5242919921875,852.42919921875,0.3815708253140194,0.3817656652732752,0.370042390508535,-0.332627609491465,-1,235.42919921874997,-235.42919921874997,-0.3815708253140194
2022-09-30,2022-10-27,1.29,1.27,0.02,1.5748,2022-10-26,0.3544330084289408,0.80022,147.0,4.95,2.47,742.0,148.07000732421875,153.4938201904297,649.3820190429688,-0.1248220767614976,0.5710873648965522,0.5544426284111301,-0.24577737158886992,0,-92.61798095703122,0.0,-0.0
