fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,prev_quarter_EPS,estimatedEPS_change,estimatedEPS_pct_change,as_of,garch_vol,e_garch_vol,call_delta,put_delta,call_gamma,put_gamma,call_vega,put_vega,call_theta,put_theta,call_rho,put_rho,atm_iv,iv_garch_spread,surprise_norm,garch_vol_lag1,atm_iv_lag1,iv_garch_spread_lag1,atm_iv estimatedEPS,garch_vol_roll5_mean,garch_vol_roll5_std,garch_vol_roll10_mean,garch_vol_roll10_std,atm_iv_roll5_mean,atm_iv_roll5_std,atm_iv_roll10_mean,atm_iv_roll10_std,iv_garch_spread_roll5_mean,iv_garch_spread_roll5_std,iv_garch_spread_roll10_mean,iv_garch_spread_roll10_std,strike,call_ask,put_ask,straddle_cost,underlying,underlying_t1,abs_move,return,breakeven_pct,realized_vol
2015-09-30,2015-11-03,-0.04,-0.04,0.0,0.0,-0.03,-0.010000000000000002,0.3333333333333334,2015-11-02,0.38975238538639184,0.4524253186229433,0.99557,-0.00064,0.0002,4e-05,0.0029,0.0005,-0.10727,-0.01454,0.01084,-2e-05,2.94651,2.556757614613608,0.0,0.3280225372476498,0.01976,-0.3082625372476498,-0.1178604,0.39039533900739487,0.0658604878746133,0.47454822231697,0.10532095343183287,1.8499560000000002,1.1384194298587862,2.5016469999999997,2.9402063792494038,1.459560660992605,1.1249972881003476,2.02709877768303,2.894731024302546,100.0,115.73,0.01,11574.0,14.256667137145996,15.490667343139648,8450.933265686035,-0.2698346927867604,8.118306956780762,1.317791618765926
2015-12-31,2016-02-10,-0.87,0.1,-0.97,-970.0,-0.04,0.14,-3.5000000000000004,2016-02-09,0.6484700460152015,0.7140221169429148,1.0,-0.00024,0.0,1e-05,0.0,0.00012,-0.0001,-0.0197,0.00082,-0.0,0.01976,-0.6287100460152015,-9.7,0.38975238538639184,2.94651,2.556757614613608,0.001976,0.42025783563489244,0.13006239366563618,0.483714168391346,0.11665432687664792,1.50655,1.4081164408350624,2.312384,3.0415211181658575,1.0862921643651076,1.4728756863069297,1.8286698316086543,3.011530639140645,10.0,139.95,1.18,14113.0,10.033332824707031,10.06933307647705,6.933307647705078,-0.9995087289982495,14.066113669873294,0.05685682621907566
2016-03-31,2016-05-04,-0.04,-0.05,0.01,20.0,-0.87,0.82,-0.9425287356321839,2016-05-03,0.3594130614042766,0.3871983686612746,1.0,-0.00088,0.0,8e-05,0.0,0.00063,-0.00142,-0.01923,0.01151,-2e-05,0.01976,-0.3396530614042766,0.19999999999999998,0.6484700460152015,0.01976,-0.6287100460152015,-0.000988,0.4152182948708643,0.132258547030904,0.4715497778430354,0.12312508017624206,1.128024,1.5215614002497577,2.312384,3.0415211181658575,0.7128057051291357,1.5667162655254618,1.8408342221569647,3.0014819972903273,140.0,94.35,0.03,9438.0,15.352666854858398,14.328666687011719,12567.133331298828,0.33154623133066624,6.147466162866237,1.09576967638049
2016-06-30,2016-08-03,-0.07,-0.04,-0.03,-75.0,-0.04,0.0,-0.0,2016-08-02,0.3863393704997975,6.144412638237103e-14,0.98512,-0.0008,0.0006,7e-05,0.00775,0.00057,-0.39189,-0.01897,0.01038,-2e-05,3.02456,2.6382206295002026,-0.75,0.3594130614042766,0.01976,-0.3396530614042766,-0.1209824,0.42239948011066347,0.12879087831937705,0.4502817538139946,0.11686983978515822,1.20607,1.6246562345616393,1.615816,1.48934394662885,0.7836705198893366,1.6607367707616316,1.1655342461860054,1.4961892652131152,130.0,99.6,0.05,9965.0,15.157999992370605,15.335332870483398,11466.46671295166,0.1506740304015715,6.574086294376323,0.18463733805465435
2016-09-30,2016-10-26,0.14,-0.08,0.22,275.0,-0.07,-0.009999999999999995,0.14285714285714277,2016-10-25,0.376402105874147,0.37274129567074227,1.0,-0.00119,0.0,0.00014,0.0,0.00072,-0.00152,-0.0181,0.0111,-2e-05,0.01976,-0.356642105874147,2.75,0.3863393704997975,3.02456,2.6382206295002026,-0.0015808,0.4320753938359629,0.12154114109376167,0.42606717091448154,0.10231121884040842,1.20607,1.6246562345616393,1.235338,1.3410032100533287,0.773994606164037,1.6688104636022987,0.8092708290855185,1.3756435814349275,135.0,69.45,0.03,6948.0,13.399999618530273,13.33133316040039,12166.866683959961,0.7511322227921647,5.18507477447381,0.08155587574599736
2016-12-31,2017-02-22,-0.14,-0.21,0.07,33.3333,0.14,-0.35,-2.4999999999999996,2017-02-21,0.2868249944481196,1.424142195416093,0.99409,-0.0006,0.00022,4e-05,0.00422,0.00053,-0.21389,-0.0202,0.01177,-1e-05,3.00505,2.7182250055518806,0.33333333333333337,0.376402105874147,0.01976,-0.356642105874147,-0.6310605,0.41148991564830845,0.1380911183155241,0.4009426273278517,0.10259927235609687,1.2177780000000002,1.6404682092683187,1.533867,1.3722512539137202,0.8062880843516915,1.7129132356642034,1.1329243726721483,1.4089269065917838,145.0,134.8,0.03,13483.000000000002,18.687332153320312,17.133333206176758,12786.666679382324,-0.05164528076968609,7.215048081437553,1.3782246614735014
2017-03-31,2017-05-03,-0.09,-0.09,0.0,0.0,-0.14,0.05000000000000002,-0.3571428571428572,2017-05-02,0.3113650281175557,2.2392011857958543,1.0,-0.00058,0.0,3e-05,0.0,0.00059,-0.00424,-0.02177,0.01397,-2e-05,0.01976,-0.2916050281175557,0.0,0.2868249944481196,3.00505,2.7182250055518806,-0.0017783999999999999,0.3440689120687793,0.04305252642560639,0.38216337385183585,0.09977244403366495,1.2177780000000002,1.6404682092683187,1.3621640000000002,1.4492980905037365,0.8737090879312207,1.647703606939596,0.9800006261481642,1.4776159012825996,170.0,149.9,0.13,15003.0,21.17799949645996,20.55666732788086,14944.333267211914,-0.003910333452515226,7.084238529001688,0.47270396332054454
2017-06-30,2017-08-02,-0.09,-0.12,0.03,25.0,-0.09,-0.03,0.3333333333333333,2017-08-01,0.3521084434594316,0.3762044836351405,1.0,-0.00545,0.0,0.00037,0.0,0.00453,-0.00731,-0.11033,0.0189,-0.00015,0.01976,-0.3323484434594316,0.25,0.3113650281175557,0.01976,-0.2916050281175557,-0.0023712,0.3426079884798103,0.042522346431016,0.37891314167533735,0.10021229372376728,1.2177780000000002,1.6404682092683187,1.172901,1.4923985025116073,0.8751700115201897,1.6463615260159608,0.7939878583246627,1.5175393073439367,230.0,91.2,0.08,9128.0,21.262666702270508,23.79400062561035,20620.599937438965,1.2590490729008506,4.292970457475721,1.7855753832017855
2017-09-30,2017-11-01,-0.19,-0.15,-0.04,-26.6667,-0.09,-0.06,0.6666666666666666,2017-10-31,0.33387343697750366,0.36905382907826756,0.99755,-0.00673,0.00021,0.00045,0.00229,0.00566,-0.05343,-0.13058,0.02007,-0.00019,1.20997,0.8760965630224964,-0.26666666666666666,0.3521084434594316,0.01976,-0.3323484434594316,-0.1814955,0.3321148017753515,0.034806334066131546,0.3772571409430075,0.10086987920246318,0.8548600000000002,1.3078222526589784,1.030465,1.4026957720542568,0.5227451982246485,1.3334787427241208,0.6532078590569925,1.4265363560013329,245.0,86.95,0.14,8709.0,22.149999618530273,20.4060001373291,22459.39998626709,1.578872429241829,3.9318285101523047,1.3018445352785346
2017-12-31,2018-02-07,-0.2,-0.21,0.01,4.7619,-0.19,-0.01999999999999999,0.1052631578947368,2018-02-06,0.352900889952542,0.4034430157374403,1.0,-0.0068,0.0,0.00039,0.0,0.00575,-0.00914,-0.15514,0.01931,-0.0002,0.01976,-0.333140889952542,0.04761904761904762,0.33387343697750366,1.20997,0.8760965630224964,-0.0041496,0.3274145585910305,0.028311474228237248,0.3797449762134967,0.09982199729230046,0.8548600000000002,1.3078222526589784,1.030465,1.4026957720542568,0.5274454414089695,1.3296400577866512,0.6507200237865034,1.4284198889916087,235.0,99.75,0.19,9994.0,22.599332809448242,20.69466781616211,21430.53321838379,1.1443399257938551,4.422254446300179,1.3976600991517167
