fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,prev_quarter_EPS,estimatedEPS_change,estimatedEPS_pct_change,as_of,garch_vol,e_garch_vol,call_delta,put_delta,call_gamma,put_gamma,call_vega,put_vega,call_theta,put_theta,call_rho,put_rho,atm_iv,iv_garch_spread,surprise_norm,garch_vol_lag1,atm_iv_lag1,iv_garch_spread_lag1,atm_iv estimatedEPS,garch_vol_roll5_mean,garch_vol_roll5_std,garch_vol_roll10_mean,garch_vol_roll10_std,atm_iv_roll5_mean,atm_iv_roll5_std,atm_iv_roll10_mean,atm_iv_roll10_std,iv_garch_spread_roll5_mean,iv_garch_spread_roll5_std,iv_garch_spread_roll10_mean,iv_garch_spread_roll10_std,strike,call_ask,put_ask,straddle_cost,underlying,underlying_t1,abs_move,return,breakeven_pct,realized_vol
2013-03-31,2013-04-18,0.72,0.68,0.04,5.8824,0.76,-0.07999999999999996,-0.1052631578947368,2013-04-17,0.20043506123953034,0.1937034213657996,0.96505,-0.00995,0.02073,0.00929,0.00202,0.00069,-0.04798,-0.01263,0.0018,-2e-05,1.4246,1.2241649387604698,0.058823529411764705,0.19907152101131378,0.01976,-0.17931152101131378,0.9687280000000001,0.20906570889379134,0.017506976848994493,0.2103693059409962,0.016798952599516487,0.7768120000000001,0.6967599551638999,1.112412,0.8938999227703786,0.5677462911062087,0.7060433965083125,0.9020426940590038,0.8942153445308331,23.0,6.0,0.01,601.0,28.950000762939453,25.121593475341797,212.1593475341797,-0.6469894383790687,0.2075993036827047,2.251679187633878
2013-06-30,2013-07-18,0.66,0.75,-0.09,-12.0,0.72,0.030000000000000027,0.041666666666666706,2013-07-17,0.19700281176449405,0.196705324387842,1.0,-0.00911,0.0,0.00762,0.0,0.0008,-7e-05,-0.01321,0.00238,-3e-05,0.01976,-0.17724281176449405,-0.12,0.20043506123953034,1.4246,1.2241649387604698,0.01482,0.20648536762712752,0.018285896440795122,0.21092996447314852,0.01617743736402494,0.534868,0.7101817825880918,0.9914400000000001,0.9559959830227088,0.3283826323728726,0.7173516312000827,0.7805100355268515,0.9542441976314924,29.0,6.8,0.02,681.9999999999999,35.720001220703125,26.266010284423828,273.3989715576172,-0.599121742584139,0.19092944476292914,4.880380460465201
2013-09-30,2013-10-24,0.62,0.54,0.08,14.8148,0.66,-0.12,-0.1818181818181818,2013-10-23,0.22982145118508474,3.3372307752435693,0.91808,-0.01036,0.03167,0.00989,0.00378,0.00069,-0.18088,-0.0191,0.00137,-2e-05,1.91239,1.6825685488149154,0.14814814814814814,0.19700281176449405,0.01976,-0.17724281176449405,1.0326906,0.2046324427896497,0.014160649990675843,0.21382340271685626,0.016758725700502845,0.913394,0.8563372003364095,1.003147,0.967580613099268,0.7087615572103504,0.8468718153577018,0.7893235972831438,0.962964184803123,28.0,7.45,0.01,746.0,33.81999969482422,29.525070190429688,152.50701904296875,-0.7955669986019186,0.22057954072488273,2.155958108386581
2013-12-31,2014-01-23,0.78,0.68,0.1,14.7059,0.62,0.06000000000000005,0.09677419354838718,2014-01-22,0.2786692843093831,9.926621281704554e-25,0.94521,-0.01045,0.02638,0.0097,0.00295,0.00074,-0.11662,-0.01976,0.00153,-2e-05,1.58069,1.3020207156906167,0.14705882352941177,0.22982145118508474,1.91239,1.6825685488149154,1.0748692,0.2210000259019612,0.03493996384497865,0.21947385150484727,0.026549383293378023,0.9914400000000001,0.9043389983020748,0.8782719999999999,0.7650840421780835,0.7704399740980389,0.8832544268623429,0.6587981484951528,0.7552219361463132,30.0,6.15,0.01,616.0,36.09000015258789,30.64820098876953,64.82009887695312,-0.8947725667581929,0.17068439938918334,2.5945590530952396
2014-03-31,2014-04-24,0.68,0.63,0.05,7.9365,0.78,-0.15000000000000002,-0.19230769230769232,2014-04-23,0.18340483929102158,0.18168315736777874,1.0,-0.00906,0.0,0.00776,0.0,0.00072,-9e-05,-0.01928,0.00181,-2e-05,0.01976,-0.16364483929102158,0.07936507936507937,0.2786692843093831,1.58069,1.3020207156906167,0.0124488,0.21786668955790275,0.03796924426526324,0.21412228590823137,0.027996078098031525,0.9914400000000001,0.9043389983020748,0.743642,0.7878265232453707,0.7735733104420972,0.8790607171074851,0.5295197140917687,0.7761231214091634,33.0,6.85,0.02,686.9999999999999,39.7400016784668,33.47845458984375,47.845458984375,-0.9303559548990175,0.17287367161140615,2.721782700523382
2014-06-30,2014-07-22,0.55,0.6,-0.05,-8.3333,0.68,-0.08000000000000007,-0.11764705882352951,2014-07-21,0.24292363604712922,0.21608488660236067,0.94631,-0.01503,0.02291,0.0109,0.00512,0.00178,-0.06508,-0.01651,0.00389,-8e-05,1.01485,0.7719263639528708,-0.08333333333333334,0.18340483929102158,0.01976,-0.16364483929102158,0.60891,0.22636440451942255,0.03784701819165804,0.21771505670660693,0.02925686296207278,0.9094899999999999,0.8733065792435093,0.843151,0.7480763400653407,0.6831255954805775,0.8436612069811316,0.6254359432933931,0.7359292688964518,38.0,7.05,0.03,708.0,45.0,37.59212112426758,40.78788757324219,-0.9423899893033303,0.15733333333333333,2.855316074560719
2014-09-30,2014-10-23,0.54,0.49,0.05,10.2041,0.55,-0.06000000000000005,-0.10909090909090918,2014-10-22,0.16712351205763093,2.43088111985356e-12,1.0,-0.01018,0.0,0.00898,0.0,0.00089,-9e-05,-0.02039,0.00208,-3e-05,0.01976,-0.14736351205763093,0.10204081632653061,0.24292363604712922,1.01485,0.7719263639528708,0.009682399999999999,0.22038854457804993,0.0452725436781709,0.2134369561025887,0.03336524256411887,0.9094900000000001,0.8733065792435093,0.7221789999999999,0.7759542003874254,0.6891014554219501,0.8361155326423844,0.5087420438974114,0.7586556355451608,38.0,6.55,0.01,656.0,44.619998931884766,39.212486267089844,121.24862670898438,-0.8151697763582555,0.1470192773875735,2.050779123319198
2014-12-31,2015-01-26,0.75,0.71,0.04,5.6338,0.54,0.16999999999999993,0.31481481481481466,2015-01-25,0.1985393892153536,0.19452015172008805,,,,,,,,,,,,,0.056338028169014086,0.16712351205763093,0.01976,-0.14736351205763093,,0.2141321321841037,0.04580148804121477,0.2093822874868767,0.03235018719895838,0.658765,0.7731746272996802,0.8002255555555555,0.7802828377279469,0.4407346820737088,0.7217191636722,0.5896385015940653,0.7575490117800877,37.0,6.2,0.02,622.0,47.0,41.23960876464844,423.96087646484375,-0.3183908738507335,0.13234042553191488,2.0755669710201654
2015-03-31,2015-04-23,0.61,0.51,0.1,19.6078,0.75,-0.24,-0.32,2015-04-22,0.22405628348701023,0.1993050721389194,1.0,-0.00967,0.0,0.00926,0.0,0.00082,-0.00013,-0.01808,0.00203,-2e-05,0.01976,-0.20429628348701023,0.19607843137254902,0.1985393892153536,,,0.0100776,0.20320953201962913,0.030528814380986046,0.21210477896079513,0.03232215013720974,0.2685325,0.49754499999999896,0.6701477777777778,0.8043080847967675,0.06415543227930202,0.47245431629625134,0.4565357332897114,0.782521672041733,37.0,6.2,0.02,622.0,42.88999938964844,41.23960876464844,423.96087646484375,-0.3183908738507335,0.14502215174899738,0.6229079417204173
2015-06-30,2015-07-21,0.6,0.56,0.04,7.1429,0.61,-0.04999999999999993,-0.081967213114754,2015-07-20,0.21339292426836634,0.9752668687974883,1.0,-0.03071,0.0,0.0201,0.0,0.00341,-0.00016,-0.02992,0.00449,-0.00016,0.01976,-0.19363292426836634,0.07142857142857142,0.22405628348701023,0.01976,-0.20429628348701023,0.0110656,0.20920714901509804,0.028546683719524162,0.21353691928650043,0.031996138225072544,0.2685325,0.49754499999999896,0.6701477777777778,0.8043080847967675,0.056658411034965835,0.47748518116438526,0.45494446626115004,0.7839894850229043,41.0,6.2,0.08,628.0,46.779998779296875,39.83413314819336,116.58668518066406,-0.8143524121327005,0.13424540752188518,2.5515346283068188
2015-09-30,2015-10-22,0.67,0.59,0.08,13.5593,0.6,-0.010000000000000009,-0.016666666666666684,2015-10-21,0.2004027753883437,0.6341681114955505,0.87457,-0.04248,0.03363,0.02288,0.00721,0.00316,-0.31668,-0.08944,0.0019,-0.00011,1.7563,1.5558972246116562,0.13559322033898305,0.21339292426836634,0.01976,-0.19363292426836634,1.036217,0.20070297688334096,0.021440402191165806,0.21353369070138176,0.031997608763570044,0.453895,0.8682699999999997,0.7070033333333333,0.8495289480500354,0.2526511261996622,0.8691820854051449,0.491803609133504,0.8310599838534355,41.0,7.05,0.08,713.0,47.529998779296875,46.1453857421875,514.53857421875,-0.27834702073106593,0.1500105235244754,0.46931542547701066
2015-12-31,2016-01-28,0.78,0.71,0.07,9.8592,0.67,0.039999999999999925,0.059701492537313314,2016-01-27,0.2637554144315175,0.26221471093665394,1.0,-0.04752,0.0,0.02433,0.0,0.00375,-0.00047,-0.10072,0.00247,-0.00014,0.01976,-0.2439954144315175,0.09859154929577466,0.2004027753883437,1.7563,1.5558972246116562,0.0140296,0.2200293573581183,0.026548295124085162,0.2202089509680841,0.034988860574944824,0.453895,0.8682699999999997,0.7070033333333333,0.8495289480500354,0.22849315060619052,0.8852013211937375,0.48438665328161257,0.8380459088525235,45.0,6.55,0.09,664.0,51.86000061035156,48.407108306884766,340.71083068847656,-0.4868812790836196,0.12803702124667188,1.0937714205928406
2016-03-31,2016-04-21,0.62,0.64,-0.02,-3.125,0.78,-0.14,-0.1794871794871795,2016-04-20,0.2593451506174389,0.24512698709264502,0.99152,-0.02666,0.00776,0.0167,0.00095,0.00254,-0.01763,-0.05695,0.00266,-8e-05,0.72218,0.46283484938256114,-0.03125,0.2637554144315175,0.01976,-0.2439954144315175,0.46219520000000003,0.23219050963853535,0.028123356133635674,0.22316132091131952,0.037073591018033134,0.507552,0.7614558181010895,0.5747577777777777,0.7214108400346116,0.2753614903614646,0.7737371909372283,0.3488606866780176,0.7087036227867571,49.0,6.7,0.05,675.0,55.79999923706055,45.8253173828125,317.46826171875,-0.5296766493055556,0.12096774358944559,3.126280115211978
2016-06-30,2016-07-19,0.69,0.58,0.11,18.9655,0.62,-0.040000000000000036,-0.06451612903225812,2016-07-18,0.25169754432664315,0.23658696443134292,0.95729,-0.03005,0.02424,0.01993,0.00513,0.00385,-0.04308,-0.02909,0.005,-0.00018,0.66364,0.41194245567335686,0.18965517241379312,0.2593451506174389,0.72218,0.46283484938256114,0.38491119999999995,0.23771876180646193,0.028832462381641836,0.2204641469130455,0.033384119526755573,0.636328,0.7111198895544967,0.47286333333333336,0.6190746031780012,0.3986092381935381,0.7258287859236489,0.24996310223165544,0.6149720805041627,48.0,6.15,0.04,619.0,53.709999084472656,50.41465377807617,241.4653778076172,-0.609910536659746,0.1152485590302217,1.0051310481851674
2016-09-30,2016-10-20,0.76,0.68,0.08,11.7647,0.69,-0.009999999999999898,-0.014492753623188259,2016-10-19,0.19833446465924223,0.19530932350675725,0.92832,-0.0524,0.03358,0.02928,0.00582,0.00456,-0.13976,-0.09785,0.00262,-0.00017,0.95632,0.7579855353407577,0.11764705882352941,0.25169754432664315,0.66364,0.41194245567335686,0.6502976,0.2347070698846371,0.032554832961658405,0.22195710944986757,0.03184081258220735,0.8236399999999999,0.6264135702553065,0.5769255555555556,0.6120655722043002,0.5889329301153629,0.6528006417202571,0.35236647719074204,0.6142233389433065,52.0,5.8,0.08,588.0,57.5,53.49980926513672,149.98092651367188,-0.744930397085592,0.10226086956521739,1.1446609011355957
2016-12-31,2017-01-26,0.84,0.79,0.05,6.3291,0.76,0.030000000000000027,0.03947368421052635,2017-01-25,0.1948281043122883,0.16492446974389222,0.98451,-0.03789,0.01175,0.02037,0.00184,0.00389,-0.03325,-0.08341,0.00307,-0.00014,0.70267,0.5078418956877118,0.06329113924050633,0.19833446465924223,0.95632,0.7579855353407577,0.5551093,0.23359213566942602,0.03408298871635539,0.21714755627638346,0.03195414384181857,0.612914,0.3508303271953548,0.5422388888888889,0.5926845155823718,0.37932186433057397,0.3729834198252568,0.32302375849461323,0.5977620379103574,57.0,6.8,0.09,689.0,64.12000274658203,59.38637924194336,238.63792419433594,-0.6536459735931264,0.10745476769910584,1.2174394421192165
2017-03-31,2017-04-27,0.73,0.7,0.03,4.2857,0.84,-0.14,-0.16666666666666669,2017-04-26,0.11891112181124186,3.5250605791489718,0.96434,-0.0318,0.02287,0.02143,0.00394,0.00359,-0.06877,-0.05942,0.00326,-0.00012,0.68315,0.5642388781887582,0.04285714285714286,0.1948281043122883,0.70267,0.5078418956877118,0.478205,0.20462327714537087,0.05633058275103467,0.2123263172517446,0.0423020282900504,0.745592,0.11980384330229059,0.6159488888888889,0.5599299906114252,0.5409687228546292,0.1336860721200456,0.40209069074421205,0.5743705210301051,62.0,5.95,0.05,600.0,68.1500015258789,62.18058395385742,18.058395385742188,-0.9699026743570963,0.08804108386881832,1.455190492441752
